0.000000,2.738533e+19,0.529600,0.012132,0.387774,4702
1.000000,2.738533e+19,0.529848,0.012420,0.387676,5178
2.000000,2.738664e+19,0.322051,0.010801,0.447585,1525
3.000000,2.738665e+19,0.321581,0.010862,0.447169,3550
4.000000,2.738536e+19,0.527216,0.012611,0.385938,5614
5.000000,2.738537e+19,0.534803,0.011647,0.391831,7197
6.000000,2.738533e+19,0.528277,0.012204,0.386948,7104
7.000000,2.948443e+19,0.064650,0.495903,0.019945,668
8.000000,2.738533e+19,0.528279,0.012210,0.386885,5674
9.000000,2.738533e+19,0.530129,0.011931,0.388445,6638
10.000000,2.738535e+19,0.532127,0.012548,0.389347,7107
11.000000,2.738534e+19,0.529739,0.011905,0.388299,4361
12.000000,2.738534e+19,0.535372,0.011967,0.391891,7857
13.000000,2.738533e+19,0.534279,0.012145,0.391107,7088
14.000000,2.738534e+19,0.529010,0.012440,0.387294,7276
15.000000,2.738533e+19,0.534221,0.011980,0.391096,7445
16.000000,2.738534e+19,0.533095,0.011809,0.390437,2726
17.000000,2.738533e+19,0.533189,0.012107,0.390443,5622
18.000000,2.738535e+19,0.533397,0.012542,0.389899,6928
19.000000,2.738535e+19,0.527577,0.012471,0.386208,6904
20.000000,2.738535e+19,0.531222,0.012551,0.388673,6586
21.000000,2.738534e+19,0.530441,0.011830,0.388600,3736
22.000000,2.738534e+19,0.528632,0.011959,0.387371,7581
23.000000,2.738533e+19,0.533507,0.011924,0.390688,6955
24.000000,2.738537e+19,0.526746,0.012647,0.385522,6150
25.000000,2.738532e+19,0.532111,0.012179,0.389627,6543
26.000000,2.738533e+19,0.532373,0.011950,0.389979,6107
27.000000,2.738533e+19,0.532972,0.012108,0.390323,3318
28.000000,2.738535e+19,0.534420,0.012502,0.390731,4727
29.000000,2.738534e+19,0.533168,0.012457,0.390054,6762
30.000000,2.738535e+19,0.534540,0.011785,0.391513,6050
31.000000,2.738534e+19,0.528239,0.012435,0.386822,2362
32.000000,2.738537e+19,0.533697,0.011654,0.391192,5795
33.000000,2.738533e+19,0.530043,0.012072,0.388106,6896
34.000000,2.738533e+19,0.529932,0.012254,0.388179,6137
35.000000,2.738535e+19,0.533303,0.012563,0.390094,5045
36.000000,2.738664e+19,0.321323,0.010649,0.447809,3202
37.000000,2.738535e+19,0.535547,0.011864,0.392136,7600
38.000000,2.738533e+19,0.530706,0.012022,0.388694,5808
39.000000,2.738537e+19,0.534503,0.011643,0.391728,4679
40.000000,2.738533e+19,0.533724,0.012081,0.390512,5114
41.000000,2.738534e+19,0.534139,0.012430,0.390652,3930
42.000000,2.738533e+19,0.529642,0.012086,0.387897,7167
43.000000,2.738535e+19,0.530257,0.011814,0.388787,4000
44.000000,2.738534e+19,0.533963,0.011886,0.390921,5643
45.000000,2.738535e+19,0.534917,0.011842,0.391713,5650
46.000000,2.738533e+19,0.528289,0.012035,0.387128,6762
47.000000,2.738533e+19,0.533355,0.012361,0.390353,5665
48.000000,2.738533e+19,0.529490,0.012164,0.387629,4056
49.000000,2.738534e+19,0.532943,0.012497,0.389711,6822
50.000000,2.738534e+19,0.530269,0.012482,0.387704,2304
51.000000,2.738533e+19,0.528629,0.012324,0.387080,3235
52.000000,2.738664e+19,0.320906,0.010602,0.447282,3113
53.000000,2.738535e+19,0.533905,0.012530,0.390287,4895
54.000000,2.738536e+19,0.528879,0.012658,0.386829,5676
55.000000,2.738534e+19,0.533732,0.012382,0.390310,5726
56.000000,2.738533e+19,0.533248,0.012035,0.390419,4852
57.000000,2.738666e+19,0.318652,0.010248,0.448194,2319
58.000000,2.738534e+19,0.529463,0.012434,0.387396,5296
59.000000,2.738665e+19,0.319110,0.010316,0.448379,2448
60.000000,2.738533e+19,0.528378,0.012158,0.387102,4670
61.000000,2.738535e+19,0.532868,0.011805,0.390456,2183
62.000000,2.738533e+19,0.528610,0.012132,0.387239,4807
63.000000,2.738534e+19,0.532961,0.012418,0.389773,1583
64.000000,2.738533e+19,0.532573,0.012341,0.389788,6839
65.000000,2.738533e+19,0.534735,0.012038,0.391259,6807
66.000000,2.738534e+19,0.531799,0.012446,0.389268,6400
67.000000,2.738535e+19,0.534570,0.011782,0.391476,4768
68.000000,2.738535e+19,0.532065,0.012597,0.389288,6693
69.000000,2.738533e+19,0.530621,0.012030,0.388560,7707
70.000000,2.738533e+19,0.529297,0.012036,0.387640,5015
71.000000,2.738533e+19,0.532464,0.012337,0.389568,6430
72.000000,2.738534e+19,0.533502,0.012405,0.390107,6214
73.000000,2.738533e+19,0.530268,0.012002,0.388513,3385
74.000000,2.738533e+19,0.531730,0.012420,0.389138,5988
75.000000,2.738533e+19,0.532752,0.012262,0.389965,4255
76.000000,2.738533e+19,0.528924,0.012158,0.387555,2396
77.000000,2.738533e+19,0.529068,0.012128,0.387456,5873
78.000000,2.738533e+19,0.532020,0.012052,0.389653,6700
79.000000,2.738536e+19,0.533074,0.012599,0.389579,5944
80.000000,2.738534e+19,0.530961,0.011815,0.389119,5550
81.000000,2.738535e+19,0.527899,0.012536,0.386397,2770
82.000000,2.738532e+19,0.532334,0.012206,0.389725,4746
