83.000000,2.738535e+19,0.529156,0.012602,0.387076,4843
84.000000,2.738534e+19,0.535426,0.012070,0.391781,5363
85.000000,2.738533e+19,0.529835,0.011936,0.388269,8463
86.000000,2.738534e+19,0.531204,0.012452,0.388777,2358
87.000000,2.738534e+19,0.533487,0.012444,0.390131,6927
88.000000,2.738533e+19,0.530194,0.012017,0.388562,4897
89.000000,2.738534e+19,0.528762,0.012504,0.387043,6205
90.000000,2.738533e+19,0.531403,0.012413,0.388764,5159
91.000000,2.738534e+19,0.533556,0.011832,0.390957,7336
92.000000,2.738535e+19,0.531537,0.011746,0.389540,7966
93.000000,2.738534e+19,0.534501,0.011845,0.391268,6280
94.000000,2.738535e+19,0.529013,0.011862,0.387679,6147
95.000000,2.738533e+19,0.533257,0.012102,0.390356,6830
96.000000,2.738535e+19,0.531549,0.012551,0.388842,6466
97.000000,2.738534e+19,0.535248,0.012298,0.391428,5680
98.000000,3.990004e+19,0.037412,0.848089,0.006131,1949
99.000000,2.738535e+19,0.533202,0.012542,0.389890,3968
