0,7.69077645500000000000e+09,8.50293554850694465637e+09,-8.12159093506944656372e+08
1,8.21710915600000000000e+09,9.07848165824281501770e+09,-8.61372502242815017700e+08
2,9.55363871700000000000e+09,8.78484976098322296143e+09,7.68788956016777038574e+08
3,8.77075824300000000000e+09,8.42350571155432319641e+09,3.47252531445676803589e+08
4,7.73721745700000000000e+09,9.17577300098537254333e+09,-1.43855554398537254333e+09
5,4.85605569000000000000e+09,4.46451563750479888916e+09,3.91540052495201110840e+08
6,3.82316534800000000000e+09,3.96203491634167766571e+09,-1.38869568341677665710e+08
7,3.99274401100000000000e+09,3.95060357174663639069e+09,4.21404392533636093140e+07
8,4.75065983900000000000e+09,3.92821213449771642685e+09,8.22447704502283573151e+08
9,4.72667721700000000000e+09,4.80502217391696262360e+09,-7.83449569169626235962e+07
10,3.42034817300000000000e+09,3.67672037711877822876e+09,-2.56372204118778228760e+08
11,2.66195063000000000000e+09,2.48364977543421840668e+09,1.78300854565781593323e+08
12,2.55146827300000000000e+09,2.09455765176428508759e+09,4.56910621235714912415e+08
13,2.01515405700000000000e+09,1.41066142662877273560e+09,6.04492630371227264404e+08
14,1.38803389800000000000e+09,1.69372505353115463257e+09,-3.05691155531154632568e+08
15,1.18849813300000000000e+09,1.41659789037047100067e+09,-2.28099757370471000671e+08
16,9.26665273000000000000e+08,1.40203198014164924622e+09,-4.75366707141649246216e+08
17,8.70761561000000000000e+08,5.28084211754900455475e+08,3.42677349245099544525e+08
18,1.14405653300000000000e+09,6.62705684556120872498e+08,4.81350848443879127502e+08
19,1.12065343800000000000e+09,1.83520965583471345901e+09,-7.14556217834713459015e+08
20,1.32620654700000000000e+09,2.97715493559285593033e+09,-1.65094838859285593033e+09
21,2.36849829600000000000e+09,4.83301995377962875366e+09,-2.46452165777962875366e+09
22,3.65647296800000000000e+09,4.29672605486356830597e+09,-6.40253086863568305969e+08
23,4.80418953400000000000e+09,4.97616144429285907745e+09,-1.71971910292859077454e+08
24,4.23071308500000000000e+09,3.78294846007349061966e+09,4.47764624926509380341e+08
25,4.75725252000000000000e+09,5.44297944414546775818e+09,-6.85726924145467758179e+08
26,4.37148967200000000000e+09,5.50296735838806247711e+09,-1.13147768638806247711e+09
27,5.01553849100000000000e+09,3.44626760071794891357e+09,1.56927089028205108643e+09
28,4.13167460100000000000e+09,5.00813028230931377411e+09,-8.76455681309313774109e+08
29,3.32776125300000000000e+09,1.03164439205216050148e+09,2.29611686094783973694e+09
30,3.78012693900000000000e+09,2.10862753417489814758e+09,1.67149940482510185242e+09
31,3.78160284600000000000e+09,3.68533691797436857224e+09,9.62659280256314277649e+07
32,3.35094200700000000000e+09,3.80765466126832437515e+09,-4.56712654268324375153e+08
33,5.10107529400000000000e+09,3.45625764870756387711e+09,1.64481764529243612289e+09
34,3.51990045100000000000e+09,3.79359955984200859070e+09,-2.73699108842008590698e+08
35,2.59864805100000000000e+09,2.64611559488887023926e+09,-4.74675438888702392578e+07
36,2.05742007200000000000e+09,2.09653099751150894165e+09,-3.91109255115089416504e+07
